Id,Address1,Address2,Area,Country,City,State,Region,Pincode
8000,Telipara Bilaspur (C.G.),Shop No. 78 First Floor,Ward No-28 Khasra No. 367/14,,Bilaspur,,,495001
331,,Udhampur,,India,Udhampur,Jammu & Kashmir,NA,NA
4090,,Thane,,India,Thane,Maharashtra,Thane,401107
4091,"644 Kalka Mata Road, Payda","Ganesh Nagar, Udaipur",,India,Udaipur,Rajasthan,Udaipur,313001
4092,"C.S No. 5138, Pro Nozab2000229, Shivkrupa Colony, Bodake Nagar","Junnar, Pune",,India,Pune,Maharashtra,Pune,410502
4093,"Pandey Niwas, Singh Estate, Zero Road Samta Nagar, Kandivali East","Kandivali, Mumbai",,India,Mumbai,Maharashtra,Mumbai,400101
332,"West Fort, 23/326/17, N.P. Tower,","Guruvayur Road, Trichur",,India,Trichur,Kerala,NA,680004
8015,Kanpur.,59/22 Jaiswal Market,Birhana Road,,Kanpur,,,208001
8016,,Syana Road Garhmukteshwar,Hapur -,,Hapur,,,245205
4094,"59/89, Birhana Road, Karachi Khana","General Ganj, Kanpur",,India,Kanpur,Uttar Pradesh,Kanpur,208001
4095,"59/116, C.P.Market, Birhana Road",Kanpur,,India,Kanpur,Uttar Pradesh,Kanpur,208001
8018,,,,,Lucknow,,,
8001,,58/71 Birhana Road Kanpur,,,Kanpur,,,208001
8002,"12/623 Shirin Chambers,","Chhakapir Gali, Lal Gate, Surat",,,Surat,Gujarat,,395003
4096,"78, Madarat Road","Baruipur, Kolkata",,India,Kolkata,West Bengal,Kolkata,700144
8020,,,,,Delhi,,,
8003,,M.L.B. Medical College Gate No.2 & 3,Near Gas Godowin Jhansi -,,Jhansi,,,284002
338,"Shop No.2, Ist Floor","25,Tilak Road",,India,Dehradun,Uttarakhand,NA,248001
337,"A/20, Mahindra Market","Bhagat Singh Marg,",,India,Saharanpur,Uttar Pradesh,NA,247001
339,A-13 L.S.C Padam Nagar,Sarai Rohilla,,India,Delhi,Delhi,NA,110007
4088,"1st Floor, A-Wing, Shree Sai Towers, Sodawala Lane, Borivali West","Borivali, Mumbai",,India,Mumbai,Maharashtra,Mumbai,400092
8017,,,,,Basti,,,
4097,"246-247, Ratnamani Complex, Near Nagar Sheth's Vando, Gheekanta","Bhadra, Ahmedabad",,India,Ahmedabad,Gujarat,Ahmedabad,380001
19689,INSIDE SEERAT NURSING HOME              ,"FEROZEPUR ROAD,                         ",,,MULLANPUR                ,,,141101
18831,P.L.SHARMA ROAD                         ,MAIN MARKET                             ,,,MEERUT                   ,,,       
8021,Ps Ramnagar,Vill & Po Mukundapur,Dist South 24 Pgns,,Mukundapur,,,743368
22233,,,,,Anandapur,West Bengal,,
340,"K-59, Pratap Nagar,",Delhi,,India,Delhi,Delhi,NA,110007
18242,"JANTA SUPER MARKET,MEHSANA              ",                                        ,,,MEHSANA                  ,,,384001
8004,,Dr. Kapoor Wali Gali,Katra Bazar Shikohabad -,,Shikohabad,,,205135
8022,North 24 Parganas Dist,Motigang Military Road,P.O.Bongaon,,Bongaigaon,,,743235
212,,Bagdogra,,India,Bagdogra,Telangana,NA,NA
208,,Bengdubi,,India,Bengdubi,Telangana,NA,
211,,Bhatinda,,India,Bhatinda,Punjab,NA,NA
209,,Delhi,,India,Delhi,Delhi,NA,NA
207,"58,",Guwahati,,India,Guwahati,Assam,NA,NA
210,,Lucknow,,India,Lucknow,Uttar Pradesh,NA,NA
206,,Mumbai,,India,Mumbai,Maharashtra,NA,400050
341,Opposite Petrol Pump Near Sheikh-Ul-Alam Hospital,"Karan Nagar, Srinagar",,India,Srinagar,Jammu & Kashmir,NA,190010
8005,,L-1/42 Sec - B Aliganj Lucknow -,,,Lucknow,,,111111
8024,,,,,Kolkata,,,
342,"2/6, Teg Bahadur Road,",Araghar,,India,Dehradun,Uttarakhand,NA,248001
8006,,New Market Behind Kamla Medical Stores,G. E. Road Supela Bhilai - Durg,,Bhilai,,,490023
8023,,,,,Srinagar,,,
8027,Siwan,Hospital,Road,,Siwan,,,841226
4098,Govind Mitra Road,"Lalbagh, Patna",,India,Patna,Bihar,Patna,800004
22155,"PATHANIA COMPLEX ,MANDI SADAR           ",THE MANDI SADAR                         ,,,                         ,,,175001
8028,,92B Phirojpur,,,Malda,,,111111
8007,,92B Phirojpur Malda,West Bengal -,,Malda,,,732101
8029,,,,,Malda,,,
8025,No. 319A Calcutta 700 073,6 Colootola Street.,Room,,Kolkata,,,700001
8026,,,,,Bagri Market,,,
343,Khairat Ahmed Road,Gaya,,India,Gaya,Bihar,NA,823001
8008,Laxmi Bazar,C. P. Drolia,Road,,Deoghar,,,814112
8030,Mirzapur,Maharana Pratap Road,Ratan Ganj,,Mirzapur,,,231001
19687,"NURPUR ROAD,                            ",DISTT. KANGRA                           ,,,JASSOUR                  ,,,176201
21915,GROUND FLOOR                            ,GOGIA MARKET                            ,,,AGRA                     ,,,282003
20235,"HARIDWAR ROAD,RISHIKESH                 ",                                        ,,,RISHIKESH                ,,,       
22150,"NURPUR ROAD,JASSOUR, DISST.KANGRA       ",                                        ,,,KANGRA                   ,,,176201
8031,,,,,Kasiya,,,
18833,PHAPHLA STREET                          ,                                        ,,,ALIGARH                  ,,,       
4099,"No. 1-2, 1st Floor, Kavitha Street, Kannappa Nagar","Arumbakkam, Chennai",,India,Chennai,Tamil Nadu,Chennai,600106
4100,"Shop No. 3, Second Floor, Solomon Market, Nazirabad","Aminabad, Lucknow",,India,Lucknow,Uttar Pradesh,Lucknow,226018
345,"#480/488, Hadadi Road","Opp. Taralabalu School,Davanagere",,India,Davangere,Karnataka,NA,570005
346,"#480/488, Hadadi Road","Opp. Taralabalu School,Davanagere",,India,Davangere,Karnataka,NA,570005
344,"K. 61/118, Bulanala,","Satsagar,",,India,Varanasi,Uttar Pradesh,NA,221001
22235,,,,,Delhi,Delhi,,
21068,"SHOP NO. 8,GRD FLOOR,WP-439,SHIV MARKER ",WAZIRPUR VILLAGE                        ,,,NEW DELHI                ,,,110052
18832,RAM BEHIND NEW MARKET                   ,"KASGANJ,DISTT.KANSHIRAM NAGAR           ",,,KASGANJ                  ,,,       
4101,"Gadikhana, Ladpura","Rampura, Kota",,India,Kota,Rajasthan,Kota,324001
8009,Udaipur 313001,Hospital,Road,,Udaipur,,,313001
22236,,,,,Udaipur,Rajasthan,,
347,No 1891 1 St Floor,"8 Cross, Hal 3 Stage New Thipasandra",,India,Bengaluru,Karnataka,NA,560075
8010,H. B. Road,Burman Market,,,,,,111111
345,(UNIT OF AKP HEALTHCARE PVT LTD)        ,"# 480/488,HADADI ROAD,                  ",,,DAVANGERE                ,,,577005
20587,J.K.MARKET                              ,TILIK ROAD                              ,,,DEORIA                   ,,,274001
8032,,M-88Argora Housing Colony,Po-Argoraps-Argoraranchi,,Ranchi,,,834002
8033,,,,,Davangere,,,
18337,# 472/01 2ND FLOOR                      ,"7TH MAIN, 7TH CROSS                     ",,,DAVANGERE                ,,,577002
8034,,129/54A Ganesapuram 1St Street,Namakkal Tamil Nadu,,Namakkal,,,637001
18001,"20,UPSTAIRS,EAST CAR STREET             ",                                        ,,,THIRUCHENGODE            ,,,637211
348,"Bapuji Hospital Road, 1991/1992,","'Ashirwad' Basement, P.J.Extn.",,India,Davangere,Karnataka,NA,577002
8035,Basti,Sahu Market,Gandhi Nagar,,Basti,,,272001
22230,,,,,Rourkela,Orissa,,
4102,"Shop No. 6, 59/116, C.P. Market","Birhana Road, Kanpur",,India,Kanpur,Uttar Pradesh,Kanpur,208001
4103,"New Sreema Complex, 1st Floor, Kathgola More Hospital Road, New Auraro Cinema","Chinsurah, Hooghly",,India,Howrah,West Bengal,Howrah,712101
8036,G.F. Road,,,,Golaghat,,,785621
4119,"Shop No 1, Surmalhar CHSL , Plot No, 43, Sector 36, Kamothe Police Chowky","Kamothe, Navi Mumbai",,India,Navi Mumbai,Maharashtra,Navi Mumbai,410209
349,Bharwain Road,"Gagret, Una",,India,Una,Himachal Pradesh,NA,177201
350,"Thakurganj Shop No. G-4, Ground Floor, Z A Complex,","Napier Ii,",,India,Lucknow,Uttar Pradesh,NA,226003
4104,"59/58, Birhana Road",Kanpur,,India,Kanpur,Uttar Pradesh,Kanpur,208001
4105,"304, Garden View Flats, Near Polytechnic","Ambawadi, Ahmedabad",,India,Ahmedabad,Gujarat,Ahmedabad,380015
22197,SHOP NO.16                              ,G.FLOOR COOPERATIVE COMPLEX             ,,,DISTT BARAMULLA          ,,,       
4106,"C-49, Patel Garden, Gali No. 5, Opposite Manav Dharam Mandir","Kakrola More, Delhi",,India,Delhi,Delhi,Delhi-NCR,110078
8038,Behind Gujrat Sweets,Shop No. 8 Dawa Bazar Road,Civil Ward No. 8,,Damoh,,,470661
8011,,Makatpur Giridih -,,,Giridh,,,815301
18687,"JASWANTA ROAD,PAN BAZAR                 ",                                        ,,,GUWAHATI                 ,,,781001
351,"Dwidal Nursing Home, 10-15, Karve Road,","Erandwane, Pune",,India,Pune,Maharashtra,NA,411004
4108,Mohalla Nawab Bilram Gate,Kasganj,,India,Kasganj,Uttar Pradesh,Other,207123
4107,"G 1 & G 2, Kanti Empire, Lal Godown, Vartak College Road, Vasai Road West, Next To Vartak College","Vasai, Thane",,India,Thane,Maharashtra,Thane,401202
20588,BABA MEDICINE MARKET                    ,RAMPURI                                 ,,,UNNAO                    ,,,       
8039,,,,,Kunamkulam,,,
8042,Bangalore,130 18Th Main Road Hal 2Nd Stage,,,Bengaluru,,,560008
8040,,,,,Aurangabad,,,
8043,Hatpar Nawadah,Hospital Road,,,Nawadah,,,805110
352,"H.No.1-9-714/B&C, Ground Floor, Markaz Maryada Apartment, Opposite Hanuman Temple","Adikmet, Hyderabad",,India,Hyderabad,Telangana,Hyderabad,500044
4110,"101,102 Anand Apartment, Goraswadi, Behind Nila Petrol Pump, Malad West","Malad, Mumbai",,India,Mumbai,Maharashtra,Mumbai,400064
353,"0, Xi/198C, A P Arcade, M C Avenue",Guruvayoor Road,,India,Kunamkulam,Kerala,NA,680503
19660,"SHOP NO.32,3RD FLOOR                    ","TAKKAR COMPLEX,PINDI STREET             ",,,LUDHIANA                 ,,,       
354,"31, Palika Bazar",Muzaffarnagar,,India,Muzaffarnagar,Uttar Pradesh,NA,247776
8045,,,,,Agra,,,
355,J.B.Road,Tezpur,,India,Darrang,Assam,NA,784001
8012,Ram Mandir Market,Oakley Estate,,,Shimla,,,111111
336,"6/2, Shop No. 218, Second Floor, South Tukoganj, President Tower, Madhu Milan Square",Indore,,India,Indore,Madhya Pradesh,NA,452001
21924,"1ST FLOOR, SHOP NO.3                    ","BALAJI COMPLEX, GANDHI MARKET           ",,,BATHINDA                 ,,,151001
4022,"19 Parshvanath Dawa Bazar, Hazareshwer Colony","Madhuban, Udaipur",,India,Udaipur,Rajasthan,Udaipur,313001
356,"59/115, Birhana Road,",Kanpur,,India,Kanpur,Uttar Pradesh,NA,208001
8046,Gomatinagar Lucknow,B-2/274 Vikas,Khand,,Lucknow,,,226020
20236,"1ST FLOOR,167/75,SULOCHNA BHAWAN        ",DHAMAWALA MOHALLA                       ,,,DEHRADUN                 ,,,       
357,"3/91, Mannarkudi Street",Chidambaram,,India,Cuddalore,Tamil Nadu,NA,608001
18696,"1ST FLOOR,TIRUPATI MARKET,              ","WORD NO-7,DERGAON                       ",,,GOLAGHAT                 ,,,       
7120,"Sakar, G 4-5 Near Sardar Patel Wadi",Sanathavasahat Raopura,,India,Vadodara,Gujarat,,390001
333,106 G C M Street,Vellore 632 004,,India,Vellore,Tamil Nadu,NA,632004
4111,,"Sadashiv Peth, Pune",,India,Pune,Maharashtra,Pune,411030
4112,"UGF, 4, Jeevan Daan Complex, Takiya Ghami Shah, Medicine Market Road, Nazirabad","Aminabad, Lucknow",,India,Lucknow,Uttar Pradesh,Lucknow,226018
358,Khare Town Dharampeth Block No 103/2-3 Saraswati Sadanam,1st Flr H.No 85 Nr Joshi Mangal Kaeyalay,,India,Nagpur,Maharashtra,NA,440010
22238,,,,,Gokak,Karnataka,,
19389,"SHOP NO.2 GROUND FLOOR,GALAV COMPLEX    ","HUZRAT ROAD,LASHKAR                     ",,,GWALIOR                  ,,,       
4113,"20 Loknath Chatterjee Lane, Shibpur Tram Depot",Howrah,,India,Howrah,West Bengal,Howrah,711102
4114,"Shop No. C-30, 3rd Floor, Nawabia Market","Fountain, Agra",,India,Agra,Uttar Pradesh,Agra,282001
4115,"1621, Indira Gandhi Ward, Garha",Jabalpur,,India,Jabalpur,Madhya Pradesh,Jabalpur,482003
359,Govt Hospital 11-2-224/3,Near Nampally,,India,Hyderabad,Telangana,NA,500001
21914,FIRST FLOOR                             ,NEAR SHANKAR SWEETS                     ,,,ROORKEE                  ,,,247667
360,"Ground Floor, Sco 213",Sector 24 D,,India,Chandigarh,Chandigarh,NA,160023
8047,New Delhi-110020,E-47/10 Ground Floor,Okhla Industrial Area Phase-Ii,,New Delhi,,,110020
361,Near Police Station,Baramulla,,India,Baramulla,Jammu & Kashmir,NA,193101
334,"Near Swati Weekly Office, Purna Heart Institute,","Kovelamudi Vari Street, Suryaraopet,",,India,Vijayawada,Andhra Pradesh,NA,520002
8048,,,,,Jodhpur,,,
21358,KARAN SARAI ROAD                        ,                                        ,,,ROHTAS                   ,,,821307
4116,"C 23 Madhuram Park, Near Gita Gauri Cinema, Rajendra Park, Soni Ni Chawl","Odhav , Ahmedabad",,India,Ahmedabad,Gujarat,Ahmedabad,382415
20233,"HOUSE NO. 554, NEW ADARSH NAGAR         ",                                        ,,,ROORKEE                  ,,,247667
8049,,,,,Delhi,,,
22232,"SHOP NO. 1-S-3,OM TOWER                 ",KHADI BHANDAR ROAD                      ,,,Dausa,Rajasthan,,
4117,"7 1st Floor, Ambalal Park, Near Kankaria Maninagar Bank","Ghodasar, Ahmedabad",,India,Ahmedabad,Gujarat,Ahmedabad,380050
8050,Faizabad,Mukut Market,Rekabganj,,Faizabad,,,224001
335,"5/263-B, Ayyachamy Street",Ramanathapuram,,India,Ramanathapuram,Tamil Nadu,NA,623707
8013,Shop No. 7 Union Complex,Wholesale Chemist & Druggists,,,Jalandhar,,,144001
8014,Purna Bhiwandi.,13 &14 Bldg No-2Arihant Commercial,Complex Near Kapor Bus Stop,,Thane,,,111111
8053,,Village Post Begampur,Dist-Hoogly,,Begampur,,,712306
362,"Ents, Srinivasa Apartments 47/6, 1st Floor, Block A","Thambiah Road, West Mambalam,",,India,Chennai,Tamil Nadu,NA,600033
18542,"MC-XX VII/1370/766-D,CHANDRAKANTHAM     ","TOWER,THIRUMULLAVARM                    ",,,KOLLAM                   ,,,691012
8052,Thillainagar Trichy -620 018 Cell,No.19 A.V. Arcade 9Th Cross (East),,,,,,622001
4118,"A-81, Kh No. 695, Ground Floor, Nathu Colony","Shahdara, Delhi",,India,Delhi,Delhi,Delhi-NCR,110093
18834,"HOSPITAL ROAD,DISTT.ETAH                ",                                        ,,,ALIGANJ                  ,,,207247
8054,,,,,Villupuram,,,
8055,- 605 602. Tamilnadu,65 V.O.C. Street,Villupuram,,Villupuram,,,605602
19390,DULLAHA BADSHAH ROAD                    ,DISTT. SEHORE                           ,,,SEHORE                   ,,,466001
363,"First Floor, Kadichhni Complex",Chalakudy,,India,Chalakudy,Kerala,NA,680307
22239,,,,,Pune,Maharashtra,,
4120,"Shop No. 146, First Floor, Sandesh Dawa Bazaar","Ganjipeth, Nagpur",,India,Nagpur,Maharashtra,Nagpur,440018
4121,,Thane,,India,Thane,Maharashtra,Thane,401203
4122,"No. 40/1, Thatha Muthiappan Street, Sowcarpet","George Town, Chennai",,India,Chennai,Tamil Nadu,Chennai,600001
18874,"797, PRAGATI NAGAR NEAR BALAJI MANDIR   ",BADAUN ROAD SUBASH NAGAR                ,,,BARILLY                  ,,,243001
364,"Parmanand Puram, Pratap Building,","Swarg Ashram Road,Hapur",,India,Hapur,Uttar Pradesh,NA,245101
4123,Shop No. 222 Ratnmani Complex Gheekanta,"Bhadra, Ahmedabad",,India,Ahmedabad,Gujarat,Ahmedabad,380001
4124,"Shop No. 10. Sonarika Apartment, A Wing, Basement Floor 25/ C C P Tank Rd","Charni Road, Mumbai",,India,Mumbai,Maharashtra,Mumbai,400004
22240,,,,,Parbhani,Maharashtra,,
4125,"419, 4th Floor, Ratanamani Complex, Near Nagarsheths Wando, Gheekanta Road","Bhadra, Ahmedabad",,India,Ahmedabad,Gujarat,Ahmedabad,380001
8056,Madhya Pradesh.,Opp.Union Bank,Chhatarpur,,Chhatarpur,,,471001
18835,37 ZILA PARISHAD MARKET                 ,                                        ,,,MUZAFFARNAGAR            ,,,       
20589,"SHOP NO.3,LGF A.C.MEDICINE              ","MARKET,110/51,NAYA GAON EAST,AMINABAD   ",,,LUCKNOW                  ,,,       
8057,Near Sanjay Zari Centre,Ss Complex,Gali Nabawan,,Bareilly,,,243001
4126,"Sanstha Vasahat, B/H Sardar Pattel Wadi, Siyapura","Raopura, Vadodara",,India,Vadodara,Gujarat,Vadodara,390001
4127,"Old No.70/1, New No. 123, 1st Floor, Angalamman Koil Street","Choalai, Chennai",,India,Chennai,Tamil Nadu,Chennai,600001
8058,,,,,Biharsharif,,,
8059,,,,,Saharanpur,,,
4128,"Gala No. T - 117 To 120, 1st Floor, Jai Mata Di Compund, Village Kalher, Thane Bhiwandi Road","Bhiwandi, Thane",,India,Thane,Maharashtra,Thane,421302
4129,"Shop No. 6/7, Hiramanisha Apartment, CHSL, C.S 1526, Shivaji Road, Near Krishna Mobile","Panvel, Navi Mumbai",,India,Raigad,Maharashtra,Raigad,410206
22241,,,,,Deesa,Gujarat,,
366,"Station Road Shop No-B329, 331 Udhna Udhyog Sangh B/S",Divya Bhaskar Press Udhna.N.J.Cent,,India,Surat,Gujarat,NA,394210
7121,Flat no. 6,"pink flats Rishi enclave,y block",,India,,Punjab,,
19661,HOSHIARPUR ROAD                         ,PHAGWARA CITY                           ,,,PHAGWARA                 ,,,       
21069,"1596/14, 1ST FLOOR, CHANDNI CHOWK       ",BHAGIRATH PLACE                         ,,,NEW DELHI                ,,,110006
8060,,,,,Darbhanga,,,
8061,Bada Kuwan Tonk-304 001,1St Floor Jawaher,Bazar,,,,,111111
8062,Jabalpur,Shop No. 5-6 Roopali Complex,Model Road(Medicine Complex),,Jabalpur,,,482001
367,"47, Anand Bhawan",Surya Path New Colony,,India,Jaipur,Rajasthan,NA,302001
4130,"Shop No. 7, Prathmesh Park CHSL, Chakradhar Nagar, Behind Saint Marry School, Chedda Nagar, Nallasopara West","Nalasopara, Palghar",,India,Thane,Maharashtra,Thane,401203
8063,,,,,Manendragarh,,,
8064,,Ward No. 04 Mangalwara,Dist. Hoshangabad (M.P.),,Hosangabad,,,461001
19681,"TIHRA ROAD,DISTT.HAMIRPUR,              ",                                        ,,,SUJANPUR                 ,,,       
8065,Ganganagar.,120 Gole Market,Sri,,Sriganganagar,,,335001
4131,"Shop No. 214, Garg Plaza, Anshul Tower, Captain Satish Marg, Sainik Vihar, Pitam Pura",New Delhi,,India,New Delhi,Delhi,Delhi-NCR,110034
8066,,Bhadauria Complex,Raebareli,,Raebareli,,,229001
4132,"Shop No. 2,Try City Sky, Plot No. 130, Sector 19","Ulwe, Navi Mumbai",,India,Raigad,Maharashtra,Raigad,410206
4133,,Delhi,,India,Delhi,Delhi,Delhi-NCR,110064
4134,"Nondh No. 12/1088, 1091, Office No. M2, Mezzanine Floor, Almah Apparment, Opposite Sati Mata Mandir","Shahpore, Surat",,India,Surat,Gujarat,Surat,395003
4135,"Shop No. 11, Zia Masum Chawl, N M Joshi Marg","Parel, Mumbai",,India,Mumbai,Maharashtra,Mumbai,400013
8067,Unnao,Baba Medicine Marketrampuriunnao.,Baba Medicine Marketrampuriunnao.,,Unnao,,,209801
368,"Green Park Extension, S-14, 1st Floor, Uphaar Cinema Complex Market,",New Delhi,,India,New Delhi,Delhi,NA,110016
19682,"HAMIRPUR ROAD,ADARSH NAGAR,             ",                                        ,,,UNA                      ,,,174303
4136,"Cts No. 3957/184 A Wing, M G Bhavan, College Road",Belgaum,,India,Belgaum,Karnataka,Belgaum,590001
4137,"Ground Floor - 2, Tanna Manna Building, Opposite Mapara & Mapara, Shiyapura","Raopura, Vadodara",,India,Vadodara,Gujarat,Vadodara,390001
369,"1st Floor, Gomata Market,","Sonapati,",,India,Dhanbad,Jharkhand,NA,828111
370,"28 Netaji Subhash Marg,","Dariaganj,",,India,New Delhi,Delhi,NA,110002
19662,"427-R,MALL ROAD,MODEL TOWN              ",                                        ,,,JALANDHAR                ,,,       
22242,,,,,Hyderabad,Telangana,,
4138,"D 60/1 Basement, Rear Portion, Yusuf Sarai",New Delhi,,India,New Delhi,Delhi,Delhi-NCR,110016
21923,AARVY HOSPITAL CIVIL LINE               ,OPP.NEHRU STADIUM JAIL ROAD             ,,,GURGAON                  ,,,122001
7122,"G.H.-Thampuranmukku TC 27/252/2,old TC 15/1948/1 Newaarya",",Kandoor Lane near N.S.S. KARAYOGA MANDIR""",,India,,Kerala,,
8068,,,,,Trivandrum,,,
20590,SHRI JAGDISH MARKET                     ,NEAR GHANTAGHAR                         ,,,LALITPUR                 ,,,       
4139,"Annapurna CHSL, Shop No. 12, C-14/15, Sector 8, Shanti Nagar","Mira Road, Thane",,India,Thane,Maharashtra,Thane,401107
8069,Near Ranjeet Chauraha,Malviya Road Basti -,Malviya Road Basti -,,Basti,,,272001
18836,H.NO.40 AVAS VIKAS -I                   ,                                        ,,,AMROHA                   ,,,       
371,"Next To Manoj Medical, Near Kapadia Nagar, C.S.T. Road","Kurla West, Mumbai",,India,Mumbai,Maharashtra,NA,400070
4140,Govind Mitra Road,Patna,,India,Patna,Bihar,Patna,800004
22243,,,,,Bhubaneswar,Orissa,,
8070,,2 Shahganj Leader Road,Allahabad -,,Prayagraj,,,211003
8071,Prayagraj U.P,B.P Complex 2 Shahganj,Leader Road Allahabab City,,Prayagraj,,,211003
8072,,,,,Delhi,,,
4141,Polgustia,Howrah,,India,Howrah,West Bengal,Howrah,711414
4142,"G 27 Vaibhav Laxmi Mata Complex, Opposite Old Madhuram Cinema, Gheekanta","Bhadra, Ahmedabad",,India,Ahmedabad,Gujarat,Ahmedabad,380001
372,"Gurunanak Aushadhi Market, S.N. Path,",Chapra,,India,Chapra,Bihar,NA,841301
4143,"2, South Road, Santoshpur",Kolkata,,India,Kolkata,West Bengal,Kolkata,700075
8073,,,,,Karimganj,,,
4144,"12/623 Shirin Chamber, Near Union High School","Lalgate, Surat",,India,Surat,Gujarat,Surat,395003
22244,,,,,Bhuj,Gujarat,,
4145,"12/623 Shirin Chamber, Near Union High School","Lalgate, Surat",,India,Surat,Gujarat,Surat,395003
8074,Muzaffernagar-251001 U.P,80 Agarwal Market Mahaveer,Chowk,,Muzaffarnagar,,,251001
373,"Police Bazar, Gali Road",Shillong,,India,Shillong,Meghalaya,NA,793001
374,"B-9, /277, Sector - 5","Rohini, Delhi",,India,Delhi,Delhi,NA,110085
375,"7-A 1St Floor, Indira Market, Beside Bank Of India",Durg,,India,Durg,Chattisgarh,NA,491001
22245,,,,,Ahmedabad,Gujarat,,
22246,,,,,Surat,Gujarat,,
376,"Near District Hospital,",Layyamandi,,India,Barabanki,Uttar Pradesh,NA,225001
8075,Road,Singh Market,Kachhary,,,,,111111
8076,,,,,Bhopal,,,
377,1 Portuguese Church Street,Kolkata,,India,Kolkata,West Bengal,NA,700001
8077,(M.P.) 456-006,B-4 Dawa Bazar Madhav Club Road,Freeganj Road Ujjain ( M.P.),,Ujjain,,,456010
8079,Tel-02452-224623,Deshmukh Galli Near Motha,Murti Parbhani -431401,,Parbhani,,,431401
8080,,Shop No. S-567 Luxmi Complex,Pratapgarh -,,Pratapgarh,,,230001
20593,JAGDISHPUR                              ,PANI TANKI CHAURAHA                     ,,,BALLIA                   ,,,277001
8081,Agra :- 0562:- 4005089,Shop No:- 8/565/1-A Bhorey Ram Gopal,Market Opp:- Kotwali,,Agra,,,282003
22247,,,,,Hindoncity,Rajasthan,,
22248,,,,,Kummta,Karnataka,,
4146,"103A, First Floor, Munisuvrat Apartment, Mathuradas Road, Kandivali West","Kandivali, Mumbai",,India,Mumbai,Maharashtra,Mumbai,400067
8082,Ramchandra Lane Kachpada Malad We,Shop No. 12 & 13 Gemstar Commercial,Complex,,Mumbai,,,400064
7124,"Sastri Raod,",,,India,,Kerala,,
8083,DESAI COMPLEX                           ,OPP ARYUVEDIC HOSPITAL                  ,,,AMRELI                   ,,,365601
22249,,,,,Mumbai,Maharashtra,,
4147,"Shop No. 2, Chemist Bhavan","Goley Colony, Nasik",,India,Nashik,Maharashtra,Nashik,422002
20594,AILWAL TRIMUHANI                        ,                                        ,,,AZAMGARH                 ,,,       
8084,Ranchi Jharkhand,06. Hotel Krishna Inn Complex,Opp- New Market Ratu Road,,Ranchi,,,834001
8085,Jalgaon -,C.S.No.2680Tp 2 Final Plot No.110+110A,Basement Sanchi Plaza B.J.Market Chowk,,Jalgaon,,,425001
22250,,,,,Delhi,Delhi,,
8087,Rukmani Nagar,Behind District Court,Shop No. 46 47,,Barwani,,,451551
8089,,C/O Dr. Manju Sinha Maripur,Near -Over Bridge Muzaffarpur -,,Muzaffarpur,,,842001
22251,,,,,Sagar,Madhya Pradesh,,
8090,# 5-3-389Vidyanagar Colony,Kamareddy,,,Kamareddy,,,503111
22253,,,,,Villuppuram,Tamil Nadu,,
8091,Baikunthpur Dist.Korea -497335(C.G),Bazar Para,,,Baikunthpur,,,497335
378,"Delight Cinema Road,","Dalmianagar, Rohtas,",,India,Rohtas,Bihar,NA,821305
8092,Chandrapur,Shop No. 6 Shri Pawansut Dawa Bazar,Ramnagar Road,,Chandrapur,,,442401
8093,,,,,Dewas,,,
8094,R.N.T. Marg Indore Madhya Pradesh,L.G. 61 Dawa Bazar,,,Indore,,,452001
379,"Opposite Bus Stop, Station Road, Dhandhuka",Gandhinagar,,India,Gandhinagar,Gujarat,NA,382460
8095,Haldwani,Raman Market Kaladhungi,,,Haldwani,,,263139
4149,"Shop No. 59/19, Birhana Road, Davayi Market","General Ganj, Kanpur",,India,Kanpur,Uttar Pradesh,Kanpur,208001
8096,,Sahu Market Chandauri Road,Giridih - Jharkhand,,Giridh,,,815301
20595,AGRAHARI MARKET                         ,NEAR ROADWAYS                           ,,,BASTI                    ,,,272001
4150,"118, 1st Floor, Urmila Tower, Opposite Hotel Skylark, Bank More",Dhanbad,,India,Dhanbad,Jharkhand,Dhanbad,826001
380,"H. No.1539, Shop No.4&5,","Dist. Ratnagiri,",,India,Ratnagiri,Maharashtra,NA,
8097,,No 21 First Floor Chatram Street,Opp. Dolphin Hotel Dindigul,,Dindigul,,,624001
381,"No.2, 3rd Street,","Puliamarathottam, Karuvampalayam Extn.",,India,Tirupur,Tamil Nadu,NA,641604
8098,"Plot 15, 12,Arumugam Layout","Ii Street,",Villupuram,,Villupuram,Tamil Nadu,,605602
382,Ward No. 16,"Tikrapara, Bolangir",,India,Bolangir,Orissa,NA,767001
18547,"19/685-3, ABN ARCADE                    ",GREAT LANE ROAD                         ,,,ALUVA                    ,,,683101
8099,,Near Vishkarma Mandir -,,,Pathankot,,,145001
4151,"1021/1022, Palkar Chambers, Near Nagnath Par","Sadashiv Peth, Pune",,India,Pune,Maharashtra,Pune,411030
21071,"19/69-70,B- WEST MOTI BAGH              ",SARAI ROHILLA                           ,,,NEW DELHI                ,,,110035
8100,,,,,Bengaluru,,,
383,"Shahi Baug, Ahmedabad - 380 004 301E, Sahajanand Shopping Centre,","Opp. Rajasthan Hindi High School,",,India,Ahmedabad,Gujarat,NA,380004
384,"Shahi Baug, 301 E, Sahjanand Shopping Centre,","Opp. Rajasthan Hindi High School,",,India,Ahmedabad,Gujarat,NA,380004
